Date,Open,High,Low,Close,Volume
2015-11-25,5.063,5.0865,5.027,5.054,28045444
2015-11-24,4.961,5.081,4.883,5.043,66354820
2015-11-23,5.1065,5.165,4.9945,5.059,56552624
2015-11-20,5.0705,5.115,5.058,5.1,51100808
2015-11-19,5.002,5.0705,4.975,5.001,52084396
2015-11-18,4.776,5.007,4.763,4.993,98337016
2015-11-17,4.7348,4.822,4.684,4.7222,110931248
2015-11-16,4.503,4.7133,4.4715,4.706,92959752
2015-11-13,4.7398,4.7535,4.5102,4.518,99046448
2015-11-12,4.88,4.9545,4.7895,4.8,69101164
2015-11-11,5.004,5.075,4.919,4.944,50516428
2015-11-10,4.921,4.976,4.8775,4.966,49458292
2015-11-09,5.108,5.1285,4.906,5.001,75811632
2015-11-06,5.129,5.184,5.027,5.168,68261872
2015-11-05,5.212,5.25,5.0755,5.1505,71267944
2015-11-04,5.246,5.26,5.134,5.1965,73061868
2015-11-03,5.1135,5.254,5.09,5.194,61934692
2015-11-02,5.0125,5.162,4.9845,5.145,55410576
2015-10-30,5.051,5.077,4.975,4.9755,60155096
2015-10-29,4.9975,5.069,4.983,5.044,50013816
2015-10-28,4.971,5.0665,4.848,5.063,104690648
2015-10-27,4.876,4.966,4.872,4.948,52336908
2015-10-26,4.8955,4.943,4.84,4.916,60063712
2015-10-23,4.8905,4.961,4.817,4.902,102235284
2015-10-22,4.3792,4.5365,4.3425,4.5255,130136440
2015-10-21,4.4105,4.423,4.2598,4.272,88424192
2015-10-20,4.3888,4.4182,4.3005,4.342,61928368
2015-10-19,4.3175,4.4225,4.2932,4.4155,81976240
2015-10-16,4.3125,4.3455,4.2498,4.3375,66453416
2015-10-15,4.1285,4.285,4.1128,4.2842,107501920
2015-10-14,4.1032,4.1652,4.0318,4.0845,91851116
2015-10-13,4.1123,4.2402,4.0915,4.102,106696296
2015-10-12,4.1808,4.2085,4.1345,4.184,76373888
2015-10-09,4.1045,4.179,4.0723,4.149,87765260
2015-10-08,4.0062,4.1208,3.8882,4.099,146232148
2015-10-07,4.0568,4.0778,3.8988,4.0498,126810520
2015-10-06,4.0138,4.0492,3.8852,3.9855,115291260
2015-10-05,3.9572,4.0685,3.9318,4.0435,104201260
2015-10-02,3.5285,3.872,3.493,3.8675,159023584
2015-10-01,3.6485,3.679,3.5048,3.6765,109853876
2015-09-30,3.542,3.6428,3.5012,3.6258,167269836
2015-09-29,3.4768,3.5822,3.323,3.4005,183245300
2015-09-28,3.725,3.7318,3.4185,3.4518,180382464
2015-09-25,4.0025,4.008,3.702,3.7775,142196800
2015-09-24,3.8012,3.9162,3.7008,3.8718,147091668
2015-09-23,3.9375,3.9685,3.855,3.9165,112106720
2015-09-22,3.9015,3.946,3.7958,3.9102,142184776
2015-09-21,4.1182,4.1898,3.9812,4.0908,100357096
2015-09-18,4.0412,4.2008,4.0322,4.0562,136444380
2015-09-17,4.2195,4.4225,4.179,4.2358,121425232
2015-09-16,4.1628,4.2395,4.1165,4.224,70349288
2015-09-15,4.0442,4.1952,4.0,4.1545,76479264
2015-09-14,4.0958,4.097,3.97,4.0142,88510768
2015-09-11,3.9325,4.0505,3.8982,4.0505,95049572
2015-09-10,3.847,4.0638,3.8332,3.986,123815368
2015-09-09,4.139,4.141,3.8308,3.863,140927036
2015-09-08,3.8978,4.0105,3.852,4.0018,112903232
2015-09-04,3.6635,3.7608,3.6215,3.689,140104576
2015-09-03,3.9278,4.0035,3.7892,3.8168,111837884
2015-09-02,3.7708,3.8805,3.6465,3.8805,90321624
2015-09-01,3.6502,3.8312,3.5272,3.5885,157246392
2015-08-31,4.0312,4.0977,3.917,3.9462,103642128
2015-08-28,4.0367,4.1415,4.01,4.0985,107263844
2015-08-27,3.9835,4.1102,3.8395,4.102,243467736
2015-08-26,3.609,3.833,3.396,3.805,142798008
2015-08-25,3.7218,3.7895,3.31,3.3248,145125916
2015-08-24,3.121,3.8042,2.7152,3.3692,196721404
2015-08-21,4.179,4.285,3.8225,3.8225,190529616
2015-08-20,4.624,4.6682,4.3582,4.3655,150310784
2015-08-19,4.803,4.883,4.672,4.757,117996720
2015-08-18,4.899,4.919,4.833,4.848,54609496
2015-08-17,4.7715,4.9305,4.736,4.927,62802844
2015-08-14,4.751,4.828,4.7245,4.8085,73136516
2015-08-13,4.8235,4.892,4.755,4.783,70471936
2015-08-12,4.666,4.839,4.5115,4.8045,112398212
2015-08-11,4.871,4.9305,4.681,4.762,86720136
2015-08-10,4.8795,4.983,4.8795,4.951,67035392
2015-08-07,4.7715,4.822,4.6685,4.7895,80247676
2015-08-06,5.061,5.083,4.739,4.8085,87759804
2015-08-05,5.0175,5.147,5.001,5.051,63832124
2015-08-04,4.953,4.9825,4.8725,4.9355,70815828
2015-08-03,5.017,5.055,4.865,4.9675,74000652
2015-07-31,5.075,5.0835,4.979,5.014,54628732
2015-07-30,4.9245,5.053,4.836,5.029,68658672
2015-07-29,4.934,4.991,4.878,4.96,60989584
2015-07-28,4.847,4.932,4.729,4.905,77955848
2015-07-27,4.818,4.881,4.7485,4.779,60431652
2015-07-24,5.128,5.139,4.881,4.905,53342136
2015-07-23,5.125,5.172,5.011,5.0485,48489136
2015-07-22,5.045,5.1835,5.045,5.11,54301676
2015-07-21,5.305,5.327,5.241,5.283,43792448
2015-07-20,5.2825,5.355,5.229,5.2975,48039428
2015-07-17,5.143,5.2395,5.1185,5.239,71809036
2015-07-16,4.938,5.023,4.908,5.01,69978940
2015-07-15,4.826,4.873,4.777,4.8215,59662656
2015-07-14,4.7307,4.8405,4.7232,4.7985,51201884
2015-07-13,4.5888,4.722,4.5878,4.704,52534100
2015-07-10,4.4412,4.5242,4.403,4.4755,61754328
2015-07-09,4.4622,4.4668,4.2768,4.2768,62754744
2015-07-08,4.4258,4.443,4.2632,4.2892,92627884
2015-07-07,4.5055,4.5367,4.2585,4.5155,125415704
2015-07-06,4.4375,4.568,4.408,4.4928,66037376
2015-07-02,4.5548,4.5692,4.4815,4.531,52868380
2015-07-01,4.543,4.5718,4.4578,4.514,70955308
2015-06-30,4.4642,4.493,4.3742,4.4232,88576108
2015-06-29,4.5402,4.624,4.3642,4.3732,137146596
2015-06-26,4.791,4.826,4.647,4.7058,66083068
2015-06-25,4.881,4.8955,4.772,4.795,42686212
2015-06-24,4.883,4.945,4.822,4.8265,42534708
2015-06-23,4.907,4.915,4.8395,4.902,57569516
2015-06-22,4.8895,4.933,4.857,4.8895,65991684
2015-06-19,4.862,4.875,4.7745,4.7745,42400036
2015-06-18,4.6908,4.878,4.6878,4.848,81476556
2015-06-17,4.6388,4.6973,4.564,4.6515,84362388
2015-06-16,4.524,4.637,4.5202,4.6132,50735272
2015-06-15,4.5068,4.563,4.428,4.544,100643272
2015-06-12,4.6498,4.6798,4.592,4.6075,60547088
2015-06-11,4.755,4.7915,4.7015,4.7272,58659348
2015-06-10,4.5668,4.7453,4.5527,4.7015,77532132
2015-06-09,4.5118,4.5702,4.4192,4.5228,76654104
2015-06-08,4.6815,4.6902,4.5165,4.5452,72354936
2015-06-05,4.7032,4.7365,4.602,4.6882,69435440
2015-06-04,4.7498,4.841,4.676,4.724,93039112
2015-06-03,4.858,4.885,4.796,4.8295,58649652
2015-06-02,4.781,4.859,4.7098,4.787,65833420
2015-06-01,4.8645,4.873,4.717,4.8315,68717616
2015-05-29,4.863,4.8845,4.7535,4.7895,53135320
2015-05-28,4.878,4.9125,4.829,4.872,45402212
2015-05-27,4.7232,4.9225,4.694,4.908,67278284
2015-05-26,4.816,4.836,4.625,4.6822,70345316
2015-05-22,4.847,4.901,4.8375,4.8505,39987964
2015-05-21,4.764,4.882,4.7435,4.864,46204520
2015-05-20,4.7915,4.8745,4.714,4.7885,55742184
2015-05-19,4.8135,4.8335,4.758,4.781,49389004
2015-05-18,4.7128,4.824,4.701,4.7945,55385160
2015-05-15,4.7765,4.791,4.7002,4.736,73371760
2015-05-14,4.649,4.746,4.5975,4.7365,88592532
2015-05-13,4.5692,4.639,4.5172,4.536,66383676
2015-05-12,4.489,4.5788,4.3875,4.5127,95359948
2015-05-11,4.6352,4.6635,4.5628,4.5718,69654284
2015-05-08,4.5988,4.6548,4.5768,4.6225,89366896
2015-05-07,4.3792,4.496,4.368,4.459,84476404
2015-05-06,4.498,4.5367,4.2918,4.3838,106872860
2015-05-05,4.649,4.6748,4.468,4.4793,140628828
2015-05-04,4.7265,4.7915,4.6965,4.702,66116736
2015-05-01,4.5552,4.6895,4.5535,4.6852,95196268
2015-04-30,4.6465,4.7048,4.4332,4.5035,154396640
2015-04-29,4.7365,4.821,4.649,4.7252,97170656
2015-04-28,4.8575,4.886,4.6965,4.817,86049708
2015-04-27,4.943,4.966,4.8165,4.849,80740672
2015-04-24,4.841,4.904,4.82,4.88,71352112
2015-04-23,4.5988,4.756,4.592,4.696,65633364
2015-04-22,4.604,4.6632,4.5148,4.6408,61081136
2015-04-21,4.589,4.6108,4.5518,4.5668,63818320
2015-04-20,4.3825,4.5322,4.3755,4.509,71241248
2015-04-17,4.3988,4.4358,4.259,4.3158,93402244
2015-04-16,4.5118,4.5518,4.4915,4.5278,45536088
2015-04-15,4.5028,4.576,4.4828,4.5435,47757724
2015-04-14,4.4885,4.5268,4.3882,4.4642,84655780
2015-04-13,4.549,4.6165,4.4873,4.503,57716576
2015-04-10,4.4822,4.5385,4.4492,4.5367,56805132
2015-04-09,4.397,4.4865,4.3492,4.483,55552200
2015-04-08,4.3095,4.4182,4.3005,4.4012,84739952
2015-04-07,4.3138,4.408,4.2982,4.2988,57453332
2015-04-06,4.141,4.3555,4.1235,4.3188,75625540
2015-04-02,4.2185,4.2582,4.177,4.2172,55398288
2015-04-01,4.2768,4.2768,4.127,4.2102,88113968
2015-03-31,4.3795,4.4075,4.2742,4.2825,62379972
2015-03-30,4.3543,4.428,4.3492,4.4195,75757808
2015-03-27,4.2185,4.3005,4.1995,4.2658,49369316
2015-03-26,4.1615,4.2925,4.117,4.2252,98476492
2015-03-25,4.6038,4.6112,4.2602,4.2602,88118776
2015-03-24,4.6258,4.6915,4.5772,4.5795,46589128
2015-03-23,4.6508,4.6878,4.6262,4.6265,49722968
2015-03-20,4.6795,4.7245,4.6552,4.6652,52517704
2015-03-19,4.564,4.605,4.5428,4.571,55810268
2015-03-18,4.3838,4.6078,4.3138,4.549,84089416
2015-03-17,4.3592,4.4388,4.3305,4.4218,48782576
2015-03-16,4.2818,4.3992,4.2675,4.397,57599668
2015-03-13,4.2787,4.3295,4.1545,4.2348,99267980
2015-03-12,4.1973,4.3055,4.1898,4.29,61322748
2015-03-11,4.2962,4.3162,4.2035,4.2095,111812968
2015-03-10,4.4358,4.4388,4.2825,4.2845,96184644
2015-03-09,4.523,4.568,4.4678,4.536,56753064
2015-03-06,4.6395,4.6645,4.461,4.4928,75022188
2015-03-05,4.6665,4.696,4.5988,4.6523,46269256
2015-03-04,4.64,4.6585,4.5542,4.6325,58441444
2015-03-03,4.7108,4.7235,4.5963,4.684,64329136
2015-03-02,4.6545,4.756,4.6502,4.752,44616952
2015-02-27,4.6848,4.6922,4.6052,4.6278,44474488
2015-02-26,4.6328,4.6952,4.5945,4.6895,58283396
2015-02-25,4.6325,4.687,4.589,4.6195,56388800
2015-02-24,4.627,4.6702,4.585,4.6565,52398684
2015-02-23,4.6265,4.6472,4.5932,4.647,39559444
2015-02-20,4.531,4.6382,4.488,4.629,45483328
2015-02-19,4.4635,4.5485,4.4615,4.5418,37871088
2015-02-18,4.4405,4.4798,4.42,4.4742,35310324
2015-02-17,4.4425,4.4628,4.4105,4.4553,41436312
2015-02-13,4.3682,4.4442,4.345,4.4432,60530952
2015-02-12,4.2627,4.3355,4.2482,4.3338,76693588
2015-02-11,4.1548,4.2128,4.1302,4.1872,61008700
2015-02-10,4.0242,4.1558,4.0022,4.1408,59724772
2015-02-09,3.9475,4.0105,3.927,3.9515,47988588
2015-02-06,4.0885,4.114,3.951,3.9955,61895084
2015-02-05,3.9925,4.075,3.968,4.0698,50263032
2015-02-04,3.925,4.0447,3.9008,3.9642,62427468
2015-02-03,3.9018,3.9842,3.833,3.9748,91344936
2015-02-02,3.7908,3.8752,3.6165,3.8698,99467176
2015-01-30,3.8458,3.935,3.753,3.7705,109303956
2015-01-29,3.7375,3.8778,3.6425,3.8592,88389056
2015-01-28,3.9912,4.0038,3.748,3.7505,102947248
2015-01-27,3.9392,3.9418,3.7688,3.8162,112169176
2015-01-26,4.1328,4.1535,4.0672,4.136,50450752
2015-01-23,4.1165,4.1822,4.0803,4.1452,79505752
2015-01-22,3.9498,4.1285,3.8455,4.1178,97285924
2015-01-21,3.8062,3.953,3.7688,3.9008,79220104
2015-01-20,3.8222,3.87,3.694,3.8422,81325536
2015-01-16,3.6115,3.768,3.5935,3.7588,70948264
2015-01-15,3.823,3.8442,3.6135,3.6295,98129232
2015-01-14,3.7168,3.8308,3.6732,3.7798,108162440
2015-01-13,3.95,4.0738,3.7462,3.8388,100027220
2015-01-12,3.9912,4.0005,3.8105,3.8422,82746132
2015-01-09,4.0835,4.0878,3.8962,3.9635,90901944
2015-01-08,3.9258,4.0685,3.9125,4.0455,72547832
2015-01-07,3.7558,3.8522,3.7305,3.8275,68829440
2015-01-06,3.8518,3.874,3.6328,3.6858,84491336
2015-01-05,3.96,3.9748,3.8048,3.838,63578432
2015-01-02,4.1108,4.1632,3.9565,4.0185,61241372
2014-12-31,4.1998,4.2515,4.0335,4.0518,58661196
2014-12-30,4.2272,4.2595,4.1635,4.1828,62060968
2014-12-29,4.2622,4.2942,4.2495,4.2707,31181568
2014-12-26,4.216,4.2958,4.2158,4.27,43135968
2014-12-24,4.1898,4.229,4.1777,4.1852,22036980
2014-12-23,4.2635,4.264,4.156,4.1765,58076820
2014-12-22,4.1652,4.2202,4.1582,4.217,55258928
2014-12-19,4.1445,4.2352,4.1155,4.1782,77579348
2014-12-18,4.0215,4.132,3.9865,4.132,93550192
2014-12-17,3.661,3.8845,3.648,3.8502,91523236
2014-12-16,3.7648,3.936,3.6522,3.6538,106286872
2014-12-15,4.0248,4.0665,3.8052,3.8448,118191080
2014-12-12,3.979,4.118,3.962,3.9628,77039212
2014-12-11,4.0732,4.2402,4.071,4.0988,68133064
2014-12-10,4.216,4.247,4.017,4.0358,67210608
2014-12-09,4.051,4.2472,4.0082,4.241,85533600
2014-12-08,4.2578,4.3145,4.1328,4.2002,84758080
2014-12-05,4.3155,4.332,4.2648,4.293,56932708
2014-12-04,4.2838,4.3418,4.2382,4.29,77089596
2014-12-03,4.2945,4.3145,4.2182,4.303,66115220
2014-12-02,4.2398,4.2962,4.2098,4.2645,65026976
2014-12-01,4.3405,4.3618,4.1752,4.219,78239476
2014-11-28,4.3525,4.4032,4.3405,4.3808,36369784
2014-11-26,4.2435,4.3208,4.2298,4.3162,52884132
2014-11-25,4.231,4.2688,4.199,4.2298,75690064
2014-11-24,4.1502,4.2178,4.1385,4.216,63160904
2014-11-21,4.2002,4.212,4.077,4.123,76640172
2014-11-20,3.986,4.1018,3.976,4.0932,49800984
2014-11-19,4.08,4.08,3.9822,4.0398,74537660
2014-11-18,4.0145,4.1092,4.014,4.0918,56024708
2014-11-17,4.0082,4.039,3.947,4.002,70836440
2014-11-14,4.0008,4.0398,3.9608,4.0398,57484116
2014-11-13,3.9758,4.0478,3.9482,4.0028,91280416
2014-11-12,3.8858,3.9645,3.8845,3.952,48209352
2014-11-11,3.8992,3.9308,3.8672,3.9302,52922248
2014-11-10,3.8598,3.911,3.8298,3.8935,51803388
2014-11-07,3.8868,3.891,3.7965,3.8545,55524880
2014-11-06,3.829,3.869,3.7802,3.864,48742440
2014-11-05,3.9018,3.906,3.7908,3.831,69502776
2014-11-04,3.8295,3.8598,3.7508,3.8315,69424640
2014-11-03,3.8528,3.8988,3.8382,3.8728,70714052
2014-10-31,3.867,3.8722,3.797,3.8332,88434628
2014-10-30,3.6115,3.707,3.5855,3.6812,81178620
2014-10-29,3.6648,3.693,3.5815,3.6585,89986248
2014-10-28,3.5875,3.7028,3.5818,3.7028,80025592
2014-10-27,3.5122,3.5592,3.4688,3.5442,69338188
2014-10-24,3.4662,3.5392,3.4295,3.531,85484084
2014-10-23,3.4005,3.5042,3.3825,3.4518,85232660
2014-10-22,3.3838,3.3968,3.294,3.3008,94261260
2014-10-21,3.221,3.3525,3.201,3.3525,106150900
2014-10-20,2.9702,3.1152,2.9565,3.1098,77488516
2014-10-17,2.9762,3.057,2.9255,2.9812,132469392
2014-10-16,2.732,2.9365,2.7292,2.869,168460484
2014-10-15,2.8465,2.9538,2.7125,2.9142,243131900
2014-10-14,3.0308,3.0888,2.949,2.9778,185874172
2014-10-13,3.1058,3.1752,2.9665,2.9722,136968444
2014-10-10,3.3128,3.3708,3.1188,3.1188,148595352
2014-10-09,3.5335,3.5585,3.3562,3.3705,111647896
2014-10-08,3.36,3.578,3.2975,3.5472,106824088
2014-10-07,3.4508,3.4808,3.3505,3.3532,81433080
2014-10-06,3.5535,3.5818,3.4692,3.5018,73827164
2014-10-03,3.48,3.566,3.447,3.5255,77013336
2014-10-02,3.4205,3.4542,3.2925,3.4225,109289744
2014-10-01,3.568,3.575,3.3905,3.4242,107009576
2014-09-30,3.6125,3.6518,3.546,3.5965,77285568
2014-09-29,3.487,3.6098,3.4812,3.583,57428420
2014-09-26,3.5192,3.6125,3.5018,3.595,74306620
2014-09-25,3.6812,3.6962,3.4805,3.4838,106687780
2014-09-24,3.6115,3.7228,3.578,3.7198,58427160
2014-09-23,3.5892,3.6525,3.58,3.603,50515468
2014-09-22,3.7108,3.7108,3.586,3.6348,54261800
2014-09-19,3.7928,3.7952,3.693,3.736,55234708
2014-09-18,3.6965,3.7458,3.685,3.7445,39870152
2014-09-17,3.6438,3.7122,3.5992,3.6655,56907604
2014-09-16,3.514,3.666,3.5025,3.6475,63608016
2014-09-15,3.6718,3.6738,3.5205,3.5515,64393512
2014-09-12,3.7082,3.7102,3.6255,3.6618,57003168
2014-09-11,3.6775,3.7222,3.635,3.7202,59795136
2014-09-10,3.6518,3.7298,3.62,3.7232,36292228
2014-09-09,3.729,3.772,3.6155,3.6388,64843872
2014-09-08,3.7098,3.7572,3.678,3.7295,35533108
2014-09-05,3.6718,3.714,3.614,3.7108,41713280
2014-09-04,3.6905,3.7458,3.6262,3.6542,41138064
2014-09-03,3.757,3.7595,3.6442,3.666,41419840
2014-09-02,3.7258,3.7328,3.685,3.7298,32226240
2014-08-29,3.6818,3.699,3.6425,3.699,26199092
2014-08-28,3.6348,3.67,3.62,3.6562,32520424
2014-08-27,3.6735,3.683,3.6468,3.6712,18399824
2014-08-26,3.675,3.6805,3.6438,3.671,20913768
2014-08-25,3.6718,3.688,3.6318,3.6585,34068456
2014-08-22,3.605,3.646,3.583,3.618,38518792
2014-08-21,3.589,3.6065,3.5698,3.604,34029980
2014-08-20,3.5715,3.6022,3.563,3.5835,35460892
2014-08-19,3.5472,3.5868,3.541,3.5835,39473468
2014-08-18,3.493,3.5315,3.4818,3.5228,39772896
2014-08-15,3.4482,3.4662,3.345,3.4395,78177748
2014-08-14,3.353,3.3945,3.3418,3.3932,51647004
2014-08-13,3.28,3.3442,3.2732,3.3418,40737708
2014-08-12,3.2325,3.264,3.1892,3.2365,45570912
2014-08-11,3.2215,3.2728,3.217,3.244,37275624
2014-08-08,3.1362,3.1968,3.094,3.1862,62384476
2014-08-07,3.191,3.211,3.0865,3.1202,77059560
2014-08-06,3.0972,3.2068,3.0895,3.1505,59785612
2014-08-05,3.1948,3.2195,3.1132,3.1558,83940148
2014-08-04,3.1878,3.2685,3.152,3.231,72267616
2014-08-01,3.1828,3.235,3.1037,3.1665,86411664
2014-07-31,3.3255,3.3412,3.1878,3.2035,69645624
2014-07-30,3.4255,3.445,3.3705,3.4112,53979112
2014-07-29,3.4092,3.4318,3.3618,3.3708,39717728
2014-07-28,3.3945,3.413,3.3098,3.388,46086152
2014-07-25,3.3758,3.3988,3.3318,3.3838,46536344
2014-07-24,3.455,3.4668,3.4108,3.4258,43883496
2014-07-23,3.4055,3.4482,3.3895,3.438,51346800
2014-07-22,3.3572,3.387,3.3448,3.3745,53851704
2014-07-21,3.2978,3.3248,3.2635,3.309,47564732
2014-07-18,3.2207,3.3258,3.2092,3.3208,58625604
2014-07-17,3.275,3.311,3.14,3.171,80828332
2014-07-16,3.3355,3.345,3.2928,3.3028,53426784
2014-07-15,3.314,3.328,3.1938,3.2658,74464284
2014-07-14,3.2832,3.32,3.267,3.3002,53669656
2014-07-11,3.2018,3.24,3.1748,3.2382,61000068
2014-07-10,3.0898,3.2182,3.0762,3.183,61762428
2014-07-09,3.1655,3.2195,3.1388,3.2135,68647848
2014-07-08,3.2402,3.246,3.1012,3.1425,76109448
2014-07-07,3.2753,3.289,3.2402,3.2558,44114652
2014-07-03,3.2578,3.2875,3.2325,3.2875,32391240
2014-07-02,3.217,3.242,3.2085,3.2252,41105116
2014-07-01,3.14,3.236,3.138,3.213,33122288
2014-06-30,3.0898,3.133,3.084,3.109,27288464
2014-06-27,3.0438,3.0948,3.042,3.0862,37013156
2014-06-26,3.0558,3.0558,2.9827,3.0558,43890852
2014-06-25,2.9722,3.0638,2.9702,3.0472,42358744
2014-06-24,3.0008,3.0758,2.9665,2.9922,80323936
2014-06-23,2.9947,3.0035,2.9752,3.0008,34788372
2014-06-20,2.9933,3.0085,2.976,2.9973,28368992
2014-06-19,3.009,3.0142,2.949,2.9865,53106244
2014-06-18,2.9565,3.0067,2.9022,2.9982,57542672
2014-06-17,2.936,2.969,2.9195,2.9442,47942512
2014-06-16,2.9205,2.9658,2.8988,2.9402,45096508
2014-06-13,2.9468,2.9548,2.896,2.9295,36097508
2014-06-12,2.9698,2.9792,2.8763,2.9098,60704560
2014-06-11,2.9585,3.0015,2.9522,2.9878,48654756
2014-06-10,2.9668,2.9947,2.9572,2.9922,36507004
2014-06-09,2.9852,2.9978,2.9515,2.9752,62214376
2014-06-06,2.9678,2.9835,2.9472,2.9808,39706064
2014-06-05,2.868,2.9482,2.8385,2.9335,88280116
2014-06-04,2.8065,2.873,2.7935,2.859,52839328
2014-06-03,2.804,2.8422,2.794,2.829,47668140
2014-06-02,2.8515,2.853,2.778,2.833,50795704
2014-05-30,2.8425,2.8548,2.7965,2.84,56820928
2014-05-29,2.8172,2.8425,2.7998,2.8425,43835160
2014-05-28,2.8098,2.8222,2.7798,2.786,59372820
2014-05-27,2.7485,2.8135,2.7402,2.8125,59354352
2014-05-23,2.6625,2.712,2.6448,2.7108,47688872
2014-05-22,2.6258,2.675,2.6152,2.6512,63394944
2014-05-21,2.5588,2.6223,2.5552,2.6188,61960520
2014-05-20,2.5705,2.5985,2.5145,2.547,81369784
2014-05-19,2.499,2.5855,2.4867,2.575,60433484
2014-05-16,2.4805,2.5262,2.4325,2.5213,71640524
2014-05-15,2.5308,2.5445,2.4258,2.4752,101010880
2014-05-14,2.5508,2.5792,2.5152,2.5338,49448168
2014-05-13,2.5755,2.6022,2.5578,2.5718,58979292
2014-05-12,2.4918,2.5698,2.4848,2.5662,63999744
2014-05-09,2.4168,2.4525,2.3688,2.4475,78413108
2014-05-08,2.4035,2.5078,2.386,2.4192,109876600
2014-05-07,2.468,2.4718,2.3418,2.4275,131275888
2014-05-06,2.5362,2.5402,2.447,2.4495,81007228
2014-05-05,2.465,2.5495,2.4468,2.5478,58053372
2014-05-02,2.5495,2.5622,2.4918,2.512,76176928
2014-05-01,2.5107,2.565,2.494,2.5245,72062532
2014-04-30,2.4495,2.5078,2.4275,2.502,92285000
2014-04-29,2.4458,2.4942,2.4105,2.4802,122116288
2014-04-28,2.433,2.476,2.3106,2.4268,241598056
2014-04-25,2.476,2.4848,2.383,2.401,122707592
2014-04-24,2.573,2.5735,2.4418,2.5225,125695364
2014-04-23,2.517,2.519,2.447,2.4505,65617632
2014-04-22,2.4818,2.5352,2.4722,2.5188,75371156
2014-04-21,2.4232,2.4592,2.3888,2.4588,72370880
2014-04-17,2.3792,2.4412,2.3588,2.4043,88553696
2014-04-16,2.3724,2.4043,2.316,2.403,126092836
2014-04-15,2.3131,2.3513,2.1688,2.3131,281724472
2014-04-14,2.2952,2.3255,2.2275,2.2902,141032608
2014-04-11,2.2607,2.3455,2.2237,2.24,106207632
2014-04-10,2.5618,2.5622,2.2994,2.321,161664764
2014-04-09,2.4582,2.56,2.4395,2.557,111339332
2014-04-08,2.376,2.4408,2.3488,2.4325,121966612
2014-04-07,2.391,2.4562,2.3164,2.3663,156740096
2014-04-04,2.6968,2.7082,2.4158,2.4395,185881700
2014-04-03,2.722,2.7332,2.6018,2.6498,80104564
2014-04-02,2.727,2.7338,2.6758,2.7138,81763944
2014-04-01,2.595,2.6958,2.5922,2.6925,89277704
2014-03-31,2.561,2.6062,2.5528,2.554,81330900
2014-03-28,2.5125,2.585,2.4835,2.504,83424208
2014-03-27,2.5228,2.5552,2.4475,2.488,101294796
2014-03-26,2.6738,2.6895,2.5308,2.5328,100992144
2014-03-25,2.6508,2.6988,2.5688,2.633,86546412
2014-03-24,2.7108,2.7145,2.5358,2.6088,133477460
2014-03-21,2.824,2.8305,2.6638,2.6762,99470228
2014-03-20,2.7308,2.8035,2.7132,2.778,43926760
2014-03-19,2.8065,2.813,2.7018,2.7565,68389928
2014-03-18,2.7142,2.811,2.712,2.8025,56686832
2014-03-17,2.6842,2.745,2.6812,2.7055,58623252
2014-03-14,2.6612,2.6988,2.6317,2.635,53794008
2014-03-13,2.841,2.8442,2.6525,2.6905,94438164
2014-03-12,2.742,2.814,2.71,2.8098,55043720
2014-03-11,2.8348,2.8565,2.754,2.7785,60103704
2014-03-10,2.803,2.8192,2.7605,2.8135,37903024
2014-03-07,2.8805,2.885,2.7655,2.8075,66442188
2014-03-06,2.8763,2.8838,2.8192,2.8485,46521860
2014-03-05,2.8492,2.8725,2.8305,2.8592,38637444
2014-03-04,2.8185,2.8497,2.8122,2.836,54648336
2014-03-03,2.712,2.7515,2.6572,2.7262,79514724
2014-02-28,2.8015,2.8505,2.7195,2.7872,68733172
2014-02-27,2.75,2.81,2.7375,2.8015,44150244
2014-02-26,2.7805,2.8035,2.7168,2.7475,41570164
2014-02-25,2.7775,2.794,2.7302,2.7565,46642228
2014-02-24,2.7352,2.803,2.7268,2.7665,49920892
2014-02-21,2.7598,2.771,2.7132,2.7188,42095868
2014-02-20,2.7,2.749,2.6675,2.7327,51503696
2014-02-19,2.7378,2.756,2.6792,2.6938,68454188
2014-02-18,2.7268,2.7685,2.7068,2.754,34771424
2014-02-14,2.7,2.7318,2.6712,2.7118,47616672
2014-02-13,2.5792,2.7038,2.5785,2.7038,53468104
2014-02-12,2.6392,2.6558,2.615,2.6357,54405852
2014-02-11,2.5512,2.638,2.545,2.6235,58921648
2014-02-10,2.4922,2.54,2.4867,2.5365,41753128
2014-02-07,2.407,2.4985,2.3868,2.491,56175780
2014-02-06,2.3014,2.3755,2.2977,2.3654,37242988
2014-02-05,2.2769,2.3048,2.2029,2.2782,54427376
2014-02-04,2.2832,2.3247,2.2633,2.2994,45493932
2014-02-03,2.402,2.4368,2.2308,2.2553,92214944
2014-01-31,2.3534,2.4505,2.3468,2.4155,42387364
2014-01-30,2.3938,2.4595,2.3855,2.4325,58397676
2014-01-29,2.3226,2.3744,2.2935,2.3106,68735172
2014-01-28,2.3497,2.392,2.3401,2.386,54945764
2014-01-27,2.4612,2.4728,2.336,2.3868,89258580
2014-01-24,2.578,2.5875,2.458,2.4582,74604176
2014-01-23,2.6185,2.6185,2.56,2.6128,64714660
2014-01-22,2.6408,2.66,2.6185,2.6448,39492540
2014-01-21,2.6117,2.6248,2.5565,2.6202,44119240
2014-01-17,2.5845,2.606,2.5448,2.5628,42382188
2014-01-16,2.6005,2.619,2.5872,2.6092,35436968
